* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
3401, desert, minecraft:desert, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3402, desert, minecraft:desert, MONSTER, cataclysm:koboleton, 15, 2, 3
3403, desert, minecraft:desert, MONSTER, companions:wild_antlion, 15, 1, 1
3404, desert, minecraft:desert, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
3405, desert, minecraft:desert, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
3406, desert, minecraft:desert, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
3407, desert, minecraft:desert, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
3408, desert, minecraft:desert, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3409, desert, minecraft:desert, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3410, desert, minecraft:desert, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3411, desert, minecraft:desert, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3412, desert, minecraft:desert, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
3413, desert, minecraft:desert, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
3414, desert, minecraft:desert, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
3415, desert, minecraft:desert, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
3416, desert, minecraft:desert, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3417, desert, minecraft:desert, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
3418, desert, minecraft:desert, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
3419, desert, minecraft:desert, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
3420, desert, minecraft:desert, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3421, desert, minecraft:desert, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3422, desert, minecraft:desert, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
3423, desert, minecraft:desert, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3424, desert, minecraft:desert, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
3425, desert, minecraft:desert, MONSTER, more_critters:shriekbat, 10, 1, 1
3426, desert, minecraft:desert, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3427, desert, minecraft:desert, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3428, desert, minecraft:desert, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3429, desert, minecraft:desert, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3430, desert, minecraft:desert, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3431, desert, minecraft:desert, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3432, desert, minecraft:desert, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
3433, desert, minecraft:desert, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3434, desert, minecraft:desert, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3435, desert, minecraft:desert, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3436, desert, minecraft:desert, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3437, desert, minecraft:desert, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3438, desert, minecraft:desert, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
3439, desert, minecraft:desert, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
3440, desert, minecraft:desert, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
3441, desert, minecraft:desert, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
3442, desert, minecraft:desert, CREATURE, minecraft:rabbit, 10, 2, 3
3443, desert, minecraft:desert, CREATURE, naturalist:cardinal, 10, 3, 4
3444, desert, minecraft:desert, CREATURE, naturalist:lizard, 10, 1, 1
3445, desert, minecraft:desert, CREATURE, naturalist:tortoise, 10, 1, 1
3446, desert, minecraft:desert, CREATURE, naturalist:vulture, 10, 3, 5
3447, desert, minecraft:desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
3448, desert, minecraft:desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
3449, desert, minecraft:desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
3450, desert, minecraft:desert, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
3451, desert, minecraft:desert, CREATURE, cold_sweat:chameleon, 10, 1, 1
3452, desert, minecraft:desert, CREATURE, adorablehamsterpets:hamster, 30, 1, 1
3453, desert, minecraft:desert, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3454, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
3455, desert, minecraft:desert, AMBIENT, alexsmobs:fly, 10, 2, 3
3456, desert, minecraft:desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3457, desert, minecraft:desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
3458, desert, minecraft:desert, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
3459, desert, minecraft:desert, AMBIENT, more_critters:bunbug, 10, 2, 5
3460, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3461, desert, minecraft:desert, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3462, desert, minecraft:desert, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3463, desert, minecraft:desert, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
3464, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3465, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
3466, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
3467, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
3468, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
3469, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
3470, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
3471, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
3472, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
3473, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
3474, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
3475, none, minecraft:dripstone_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3476, none, minecraft:dripstone_caves, MONSTER, alexsmobs:rocky_roller, 60, 1, 1
3477, none, minecraft:dripstone_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
3478, none, minecraft:dripstone_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
3479, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3480, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
3481, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
3482, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
3483, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3484, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
3485, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
3486, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
3487, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
3488, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3489, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3490, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3491, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3492, none, minecraft:dripstone_caves, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
3493, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
3494, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
3495, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
3496, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3497, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
3498, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
3499, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
3500, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3501, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3502, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
3503, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3504, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
3505, none, minecraft:dripstone_caves, MONSTER, more_critters:shriekbat, 10, 1, 1
3506, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3507, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3508, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3509, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3510, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3511, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3512, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
3513, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3514, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3515, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3516, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3517, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3518, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
3519, none, minecraft:dripstone_caves, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
3520, none, minecraft:dripstone_caves, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
3521, none, minecraft:dripstone_caves, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
3522, none, minecraft:dripstone_caves, CREATURE, naturalist:snail, 10, 2, 3
3523, none, minecraft:dripstone_caves, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
3524, none, minecraft:dripstone_caves, CREATURE, adorablehamsterpets:hamster, 30, 1, 1
3525, none, minecraft:dripstone_caves, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3526, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
3527, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
3528, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3529, none, minecraft:dripstone_caves, AMBIENT, golemoverhaul:coal_golem, 20, 3, 5
3530, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3531, none, minecraft:dripstone_caves, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3532, none, minecraft:dripstone_caves, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3533, none, minecraft:dripstone_caves, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
3534, none, minecraft:dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3535, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:spider, 80, 4, 4
3536, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:zombie, 19, 4, 4
3537, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3538, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:skeleton, 80, 4, 4
3539, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:creeper, 80, 4, 4
3540, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:slime, 80, 4, 4
3541, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:enderman, 5, 1, 4
3542, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:witch, 5, 1, 1
3543, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:husk, 80, 4, 4
3544, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3545, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:farseer, 30, 1, 1
3546, savanna, regions_unexplored:dry_bushland, MONSTER, alexsmobs:murmur, 10, 1, 1
3547, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3548, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
3549, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
3550, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
3551, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3552, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
3553, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
3554, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
3555, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
3556, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3557, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3558, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3559, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3560, savanna, regions_unexplored:dry_bushland, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
3561, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
3562, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
3563, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
3564, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3565, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
3566, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
3567, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
3568, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3569, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3570, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
3571, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3572, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
3573, savanna, regions_unexplored:dry_bushland, MONSTER, more_critters:shriekbat, 10, 1, 1
3574, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3575, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3576, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3577, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3578, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3579, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3580, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
3581, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3582, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3583, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3584, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3585, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3586, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
3587, savanna, regions_unexplored:dry_bushland, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
3588, savanna, regions_unexplored:dry_bushland, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
3589, savanna, regions_unexplored:dry_bushland, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
3590, savanna, regions_unexplored:dry_bushland, CREATURE, minecraft:rabbit, 10, 2, 3
3591, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:boar, 10, 3, 4
3592, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:cardinal, 10, 3, 4
3593, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:elephant, 10, 1, 3
3594, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:finch, 10, 3, 4
3595, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:giraffe, 10, 1, 3
3596, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:hippo, 10, 1, 3
3597, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:lion, 10, 1, 3
3598, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:lizard, 10, 1, 1
3599, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:rhino, 10, 1, 3
3600, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:snail, 10, 2, 3
3601, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:vulture, 10, 3, 5
3602, savanna, regions_unexplored:dry_bushland, CREATURE, naturalist:zebra, 10, 2, 6
3603, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:gazelle, 40, 7, 7
3604, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:elephant, 30, 3, 5
3605, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:emu, 20, 2, 5
3606, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:kangaroo, 25, 3, 5
3607, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
3608, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
3609, savanna, regions_unexplored:dry_bushland, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
3610, savanna, regions_unexplored:dry_bushland, CREATURE, adorablehamsterpets:hamster, 30, 1, 1
3611, savanna, regions_unexplored:dry_bushland, CREATURE, iceandfire:cockatrice, 10, 1, 2
3612, savanna, regions_unexplored:dry_bushland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3613, savanna, regions_unexplored:dry_bushland, AMBIENT, minecraft:bat, 10, 8, 8
3614, savanna, regions_unexplored:dry_bushland, AMBIENT, alexsmobs:fly, 10, 2, 3
3615, savanna, regions_unexplored:dry_bushland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3616, savanna, regions_unexplored:dry_bushland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3617, savanna, regions_unexplored:dry_bushland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3618, savanna, regions_unexplored:dry_bushland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3619, savanna, regions_unexplored:dry_bushland, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
3620, savanna, regions_unexplored:dry_bushland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3621, none, deeperdarker:echoing_forest, MONSTER, deeperdarker:sculk_snapper, 10, 1, 2
3622, none, deeperdarker:echoing_forest, MONSTER, deeperdarker:shattered, 17, 2, 5
3623, none, deeperdarker:echoing_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
3624, none, deeperdarker:echoing_forest, MONSTER, alexsmobs:skreecher, 10, 1, 1
3625, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3626, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
3627, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
3628, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
3629, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3630, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
3631, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
3632, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
3633, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
3634, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3635, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3636, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3637, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3638, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
3639, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
3640, none, deeperdarker:echoing_forest, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
