1183810:
 num     #instances         #bytes  class name (module)
6676:             1             16  net.minecraft.client.renderer.texture.MipmapGenerator$$Lambda$5516/0x0000000800e02da0 (minecraft@1.20.1)
6677:             1             16  net.minecraft.client.renderer.texture.OverlayTexture (minecraft@1.20.1)
6678:             1             16  net.minecraft.client.renderer.texture.PreloadedTexture$$Lambda$5202/0x0000000800dbbc08 (minecraft@1.20.1)
6679:             1             16  net.minecraft.client.renderer.texture.SpriteContents$AnimatedTexture$$Lambda$5685/0x0000000800e35688 (minecraft@1.20.1)
6680:             1             16  net.minecraft.client.renderer.texture.SpriteLoader$$Lambda$5497/0x0000000800dfa668 (minecraft@1.20.1)
6681:             1             16  net.minecraft.client.renderer.texture.SpriteLoader$$Lambda$5505/0x0000000800e00690 (minecraft@1.20.1)
6682:             1             16  net.minecraft.client.renderer.texture.Stitcher$$Lambda$5506/0x0000000800e00d28 (minecraft@1.20.1)
6683:             1             16  net.minecraft.client.renderer.texture.Stitcher$$Lambda$5507/0x0000000800e00f68 (minecraft@1.20.1)
6684:             1             16  net.minecraft.client.renderer.texture.Stitcher$$Lambda$5510/0x0000000800e01850 (minecraft@1.20.1)
6685:             1             16  net.minecraft.client.renderer.texture.TextureAtlas$$Lambda$5720/0x0000000800e3bb18 (minecraft@1.20.1)
6686:             1             16  net.minecraft.client.renderer.texture.TextureAtlas$$Lambda$5721/0x0000000800e3bd48 (minecraft@1.20.1)
6687:             1             16  net.minecraft.client.renderer.texture.TextureManager$$Lambda$5205/0x0000000800dbc298 (minecraft@1.20.1)
6688:             1             16  net.minecraft.client.renderer.texture.TextureManager$$Lambda$5208/0x0000000800dbcb38 (minecraft@1.20.1)
6689:             1             16  net.minecraft.client.renderer.texture.atlas.SpriteResourceLoader$$Lambda$5495/0x0000000800dfa200 (minecraft@1.20.1)
6690:             1             16  net.minecraft.client.renderer.texture.atlas.SpriteSources$$Lambda$5463/0x0000000800df6d78 (minecraft@1.20.1)
6691:             1             16  net.minecraft.client.renderer.texture.atlas.SpriteSources$$Lambda$5464/0x0000000800df6fb8 (minecraft@1.20.1)
6692:             1             16  net.minecraft.client.renderer.texture.atlas.SpriteSources$$Lambda$5465/0x0000000800df71f8 (minecraft@1.20.1)
6693:             1             16  net.minecraft.client.renderer.texture.atlas.SpriteSources$$Lambda$5466/0x0000000800df7438 (minecraft@1.20.1)
6694:             1             16  net.minecraft.client.renderer.texture.atlas.sources.DirectoryLister$$Lambda$5432/0x0000000800deb550 (minecraft@1.20.1)
6695:             1             16  net.minecraft.client.renderer.texture.atlas.sources.DirectoryLister$$Lambda$5434/0x0000000800deb9d0 (minecraft@1.20.1)
6696:             1             16  net.minecraft.client.renderer.texture.atlas.sources.DirectoryLister$$Lambda$5435/0x0000000800debc10 (minecraft@1.20.1)
6697:             1             16  net.minecraft.client.renderer.texture.atlas.sources.DirectoryLister$$Lambda$5437/0x0000000800df0240 (minecraft@1.20.1)
6698:             1             16  net.minecraft.client.renderer.texture.atlas.sources.PalettedPermutations$$Lambda$5458/0x0000000800df6238 (minecraft@1.20.1)
6699:             1             16  net.minecraft.client.renderer.texture.atlas.sources.PalettedPermutations$$Lambda$5459/0x0000000800df6478 (minecraft@1.20.1)
6700:             1             16  net.minecraft.client.renderer.texture.atlas.sources.PalettedPermutations$$Lambda$5460/0x0000000800df66b8 (minecraft@1.20.1)
6701:             1             16  net.minecraft.client.renderer.texture.atlas.sources.PalettedPermutations$$Lambda$5461/0x0000000800df68f8 (minecraft@1.20.1)
6702:             1             16  net.minecraft.client.renderer.texture.atlas.sources.PalettedPermutations$$Lambda$5462/0x0000000800df6b38 (minecraft@1.20.1)
6703:             1             16  net.minecraft.client.renderer.texture.atlas.sources.SingleFile$$Lambda$5428/0x0000000800dea608 (minecraft@1.20.1)
6704:             1             16  net.minecraft.client.renderer.texture.atlas.sources.SingleFile$$Lambda$5429/0x0000000800dea848 (minecraft@1.20.1)
6705:             1             16  net.minecraft.client.renderer.texture.atlas.sources.SingleFile$$Lambda$5430/0x0000000800deaa88 (minecraft@1.20.1)
6706:             1             16  net.minecraft.client.renderer.texture.atlas.sources.SingleFile$$Lambda$5431/0x0000000800deacc8 (minecraft@1.20.1)
6707:             1             16  net.minecraft.client.renderer.texture.atlas.sources.SourceFilter$$Lambda$5441/0x0000000800df0d58 (minecraft@1.20.1)
6708:             1             16  net.minecraft.client.renderer.texture.atlas.sources.SourceFilter$$Lambda$5442/0x0000000800df0f98 (minecraft@1.20.1)
6709:             1             16  net.minecraft.client.renderer.texture.atlas.sources.SourceFilter$$Lambda$5443/0x0000000800df11d8 (minecraft@1.20.1)
6710:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$$Lambda$5444/0x0000000800df1860 (minecraft@1.20.1)
6711:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$$Lambda$5445/0x0000000800df1aa0 (minecraft@1.20.1)
6712:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$$Lambda$5453/0x0000000800df3120 (minecraft@1.20.1)
6713:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$$Lambda$5454/0x0000000800df3360 (minecraft@1.20.1)
6714:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$$Lambda$5455/0x0000000800df35a0 (minecraft@1.20.1)
6715:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$$Lambda$5456/0x0000000800df37e0 (minecraft@1.20.1)
6716:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$Region$$Lambda$5446/0x0000000800df2140 (minecraft@1.20.1)
6717:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$Region$$Lambda$5447/0x0000000800df2380 (minecraft@1.20.1)
6718:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$Region$$Lambda$5448/0x0000000800df25c0 (minecraft@1.20.1)
6719:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$Region$$Lambda$5449/0x0000000800df2800 (minecraft@1.20.1)
6720:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$Region$$Lambda$5450/0x0000000800df2a40 (minecraft@1.20.1)
6721:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$Region$$Lambda$5451/0x0000000800df2c80 (minecraft@1.20.1)
6722:             1             16  net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$Region$$Lambda$5452/0x0000000800df2ec0 (minecraft@1.20.1)
6723:             1             16  net.minecraft.client.resources.ClientPackSource$$Lambda$4684/0x0000000800c8ef98 (minecraft@1.20.1)
6724:             1             16  net.minecraft.client.resources.FoliageColorReloadListener (minecraft@1.20.1)
6725:             1             16  net.minecraft.client.resources.GrassColorReloadListener (minecraft@1.20.1)
6726:             1             16  net.minecraft.client.resources.SplashManager$$Lambda$5240/0x0000000800dc2ea8 (minecraft@1.20.1)
6727:             1             16  net.minecraft.client.resources.SplashManager$$Lambda$5244/0x0000000800dc3c00 (minecraft@1.20.1)
6728:             1             16  net.minecraft.client.resources.TextureAtlasHolder$$Lambda$5252/0x0000000800dc4e00 (minecraft@1.20.1)
6729:             1             16  net.minecraft.client.resources.language.FormattedBidiReorder$$Lambda$6062/0x0000000800eaa4d8 (minecraft@1.20.1)
6730:             1             16  net.minecraft.client.resources.language.FormattedBidiReorder$$Lambda$6063/0x0000000800eaaa00 (minecraft@1.20.1)
6731:             1             16  net.minecraft.client.resources.language.LanguageInfo$$Lambda$4708/0x0000000800ca0ff0 (minecraft@1.20.1)
6732:             1             16  net.minecraft.client.resources.language.LanguageInfo$$Lambda$4709/0x0000000800ca1230 (minecraft@1.20.1)
6733:             1             16  net.minecraft.client.resources.language.LanguageInfo$$Lambda$4710/0x0000000800ca1470 (minecraft@1.20.1)
6734:             1             16  net.minecraft.client.resources.language.LanguageInfo$$Lambda$4711/0x0000000800ca16b0 (minecraft@1.20.1)
6735:             1             16  net.minecraft.client.resources.language.LanguageInfo$$Lambda$4712/0x0000000800ca18f0 (minecraft@1.20.1)
6736:             1             16  net.minecraft.client.resources.metadata.animation.AnimationMetadataSectionSerializer (minecraft@1.20.1)
6737:             1             16  net.minecraft.client.resources.metadata.language.LanguageMetadataSection$$Lambda$5696/0x0000000800e36c68 (minecraft@1.20.1)
6738:             1             16  net.minecraft.client.resources.metadata.language.LanguageMetadataSection$$Lambda$5697/0x0000000800e36ea8 (minecraft@1.20.1)
6739:             1             16  net.minecraft.client.resources.metadata.texture.TextureMetadataSectionSerializer (minecraft@1.20.1)
6740:             1             16  net.minecraft.client.resources.model.AtlasSet (minecraft@1.20.1)
6741:             1             16  net.minecraft.client.resources.model.AtlasSet$$Lambda$4977/0x0000000800d2f818 (minecraft@1.20.1)
6742:             1             16  net.minecraft.client.resources.model.AtlasSet$$Lambda$5233/0x0000000800dc1438 (minecraft@1.20.1)
6743:             1             16  net.minecraft.client.resources.model.BlockModelRotation$$Lambda$5582/0x0000000800e15ef8 (minecraft@1.20.1)
6744:             1             16  net.minecraft.client.resources.model.BlockModelRotation$$Lambda$5583/0x0000000800e16138 (minecraft@1.20.1)
6745:             1             16  net.minecraft.client.resources.model.Material$$Lambda$4963/0x0000000800d2d928 (minecraft@1.20.1)
6746:             1             16  net.minecraft.client.resources.model.Material$$Lambda$4964/0x0000000800d2db68 (minecraft@1.20.1)
6747:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$4992/0x0000000800d4b1a0 (minecraft@1.20.1)
6748:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$4993/0x0000000800d4b3c0 (minecraft@1.20.1)
6749:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$4994/0x0000000800d4b600 (minecraft@1.20.1)
6750:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$4995/0x0000000800d4fcb0 (minecraft@1.20.1)
6751:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$4996/0x0000000800d50000 (minecraft@1.20.1)
6752:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$4997/0x0000000800d50230 (minecraft@1.20.1)
6753:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$4998/0x0000000800d50470 (minecraft@1.20.1)
6754:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$5556/0x0000000800e0cb60 (minecraft@1.20.1)
6755:             1             16  net.minecraft.client.resources.model.ModelBakery$$Lambda$5591/0x0000000800e17328 (minecraft@1.20.1)
6756:             1             16  net.minecraft.client.resources.model.ModelBakery$ModelGroupKey$$Lambda$5600/0x0000000800e1d1d0 (minecraft@1.20.1)
6757:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5239/0x0000000800dc2c88 (minecraft@1.20.1)
6758:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5242/0x0000000800dc3768 (minecraft@1.20.1)
6759:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5504/0x0000000800dfbbd0 (minecraft@1.20.1)
6760:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5518/0x0000000800e03638 (minecraft@1.20.1)
6761:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5519/0x0000000800e03878 (minecraft@1.20.1)
6762:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5520/0x0000000800e03ac8 (minecraft@1.20.1)
6763:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5521/0x0000000800e03d08 (minecraft@1.20.1)
6764:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5553/0x0000000800e0a9f8 (minecraft@1.20.1)
6765:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5554/0x0000000800e0ac48 (minecraft@1.20.1)
6766:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5555/0x0000000800e0ae88 (minecraft@1.20.1)
6767:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5651/0x0000000800e22620 (minecraft@1.20.1)
6768:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5652/0x0000000800e22860 (minecraft@1.20.1)
6769:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5688/0x0000000800e358a8 (minecraft@1.20.1)
6770:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5690/0x0000000800e35d10 (minecraft@1.20.1)
6771:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5691/0x0000000800e35f50 (minecraft@1.20.1)
6772:             1             16  net.minecraft.client.resources.model.ModelManager$$Lambda$5719/0x0000000800e3b8e8 (minecraft@1.20.1)
6773:             1             16  net.minecraft.client.resources.sounds.SoundEventRegistrationSerializer (minecraft@1.20.1)
6774:             1             16  net.minecraft.client.searchtree.SearchRegistry (minecraft@1.20.1)
6775:             1             16  net.minecraft.client.sounds.SoundBufferLibrary$$Lambda$5713/0x0000000800e3a528 (minecraft@1.20.1)
6776:             1             16  net.minecraft.client.sounds.SoundEngine$$Lambda$5294/0x0000000800dcb368 (minecraft@1.20.1)
6777:             1             16  net.minecraft.client.sounds.SoundEngineExecutor$$Lambda$4715/0x0000000800ca77e8 (minecraft@1.20.1)
6778:             1             16  net.minecraft.client.sounds.SoundEngineExecutor$$Lambda$4716/0x0000000800ca7a10 (minecraft@1.20.1)
6779:             1             16  net.minecraft.client.telemetry.ClientTelemetryManager$$Lambda$5168/0x0000000800da3168 (minecraft@1.20.1)
